Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,All Open Access Documents,Category Normalized Citation Impact,% Hot Papers,Journal Normalized Citation Impact,ISSN,% Highly Cited Papers,Publisher (unified),Source Type,WoS Categories,% All Open Access Documents,Journal Impact Factor,JIF Quartile,Documents in Top 1%,Documents in Top 10%,Hot Papers,% Documents in Top 1%,% Documents in Top 10%,Highly Cited Papers,Times Cited without Self-Citations,International Collaborations,% International Collaborations,Immediacy Index,Average JIF Percentile,Gold Documents,Gold - Hybrid Documents,% Gold Documents,% Gold - Hybrid Documents
LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES,1,1,4827,100.0,1,0.0655,0.0,0.17,1679-7825,0.0,,Journal,"ENGINEERING, CIVIL;ENGINEERING, MECHANICAL;MECHANICS",100.0,1.2,Q4,0,0,0,0.0,0.0,0,1,1,100.0,0.7000000000000001,14.2,1,0,100.0,0.0
REVIEW OF ECONOMIC DYNAMICS,1,1,4827,100.0,1,0.15860000000000002,0.0,0.2,1094-2025,0.0,Elsevier (Unified),Journal,ECONOMICS,100.0,2.0,Q3,0,0,0,0.0,0.0,0,1,1,100.0,1.2,47.5,0,1,0.0,100.0
REVISTA URUGUAYA DE HISTORIA ECONOMICA,5,1,4827,20.0,2,0.02182,0.0,0.8,1688-8561,0.0,,Journal,ECONOMICS,40.0,0.2,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,2,0,40.0,0.0
ACADEMIA Y VIRTUALIDAD,1,1,4827,100.0,1,0.7394000000000001,0.0,4.75,2011-0731,0.0,,Journal,EDUCATION & EDUCATIONAL RESEARCH,100.0,0.8,n/a,0,0,0,0.0,0.0,0,1,1,100.0,0.1,n/a,1,0,100.0,0.0
ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA,2,1,4827,50.0,0,1.17625,0.0,1.1,0004-6574,0.0,,Journal,CLASSICS,0.0,0.0,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,0,0,0.0,0.0
REVISTA MAD-REVISTA DEL MAGISTER EN ANALISIS SISTEMICO APLICADO A LA SOCIEDAD,4,1,4827,25.0,0,0.049,0.0,0.6,0718-0527,0.0,,Journal,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.0,0.1,n/a,0,0,0,0.0,0.0,0,1,1,25.0,0.0,n/a,0,0,0.0,0.0
2021 35TH INTERNATIONAL CONFERENCE ON LIGHTNING PROTECTION (ICLP) AND XVI INTERNATIONAL SYMPOSIUM ON LIGHTNING PROTECTION (SIPDA),3,1,4827,33.33,0,0.2463666666666667,0.0,0.53,n/a,0.0,IEEE (Unified),Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,1,1,4827,100.0,1,0.0719,0.0,0.11,0308-1079,0.0,Taylor & Francis (Unified),Journal,"COMPUTER SCIENCE, THEORY & METHODS",100.0,2.0,Q3,0,0,0,0.0,0.0,0,1,0,0.0,0.5,46.4,0,0,0.0,0.0
SOCIEDADES PRECAPITALISTAS,15,1,4827,6.67,14,0.06562,0.0,0.5333333333333333,2250-5121,0.0,,Journal,HISTORY,93.33,0.0,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,14,0,93.33,0.0
TRIMESTRE ECONOMICO,6,1,4827,16.67,6,0.01635,0.0,0.3333333333333333,0041-3011,0.0,,Journal,ECONOMICS,100.0,0.4,Q4,0,0,0,0.0,0.0,0,1,2,33.33,0.5,3.0,6,0,100.0,0.0
TOPICS IN COMPANION ANIMAL MEDICINE,3,1,4827,33.33,0,0.08723333333333333,0.0,0.16333333333333336,1938-9736,0.0,Elsevier (Unified),Journal,VETERINARY SCIENCES,0.0,1.1,Q3,0,0,0,0.0,0.0,0,1,0,0.0,0.3,40.6,0,0,0.0,0.0
HUMAN RIGHTS QUARTERLY,1,1,4827,100.0,0,0.6953,0.0,1.6500000000000001,0275-0392,0.0,,Journal,POLITICAL SCIENCE;SOCIAL ISSUES,0.0,1.0,Q4,0,0,0,0.0,0.0,0,1,0,0.0,0.3,19.4,0,0,0.0,0.0
HORMONES AND STEM CELLS,1,1,4827,100.0,0,0.06330000000000001,0.0,0.22,n/a,0.0,Elsevier (Unified),Book,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
ANNUAL REVIEW OF NUTRITION,1,1,4827,100.0,1,0.8231,0.0,1.33,0199-9885,0.0,,Journal,NUTRITION & DIETETICS,100.0,8.9,Q1,0,0,0,0.0,0.0,0,1,1,100.0,2.2,96.0,0,1,0.0,100.0
DOCUMENTS D ANALISI GEOGRAFICA,2,1,4827,50.0,2,0.10575000000000001,0.0,0.5850000000000001,0212-1573,0.0,,Journal,GEOGRAPHY,100.0,0.6,n/a,0,0,0,0.0,0.0,0,1,1,50.0,0.2,n/a,1,0,50.0,0.0
GERION-REVISTA DE HISTORIA ANTIGUA,2,1,4827,50.0,2,1.19455,0.0,1.5,0213-0181,0.0,,Journal,HISTORY,100.0,0.1,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,2,0,100.0,0.0
ESPIRITU,2,1,4827,50.0,0,0.26305,0.0,3.5,0014-0716,0.0,,Journal,PHILOSOPHY,0.0,0.0,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
JOURNAL OF STRUCTURAL CHEMISTRY,1,1,4827,100.0,0,0.11620000000000001,0.0,0.61,0022-4766,0.0,,Journal,"CHEMISTRY, INORGANIC & NUCLEAR;CHEMISTRY, PHYSICAL",0.0,0.8,Q4,0,0,0,0.0,0.0,0,1,1,100.0,0.4,6.5,0,0,0.0,0.0
REVISTA DE ESTUDIOS ANDALUCES,4,1,4827,25.0,4,0.135575,0.0,0.195,0212-8594,0.0,,Journal,AREA STUDIES,100.0,0.5,n/a,0,0,0,0.0,0.0,0,1,1,25.0,0.1,n/a,4,0,100.0,0.0
2021 60TH IEEE CONFERENCE ON DECISION AND CONTROL (CDC),1,1,4827,100.0,0,0.6998000000000001,0.0,0.6900000000000001,n/a,0.0,IEEE (Unified),Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
FINITE FIELDS AND THEIR APPLICATIONS,2,1,4827,50.0,1,0.1102,0.0,0.135,1071-5797,0.0,Elsevier (Unified),Journal,"MATHEMATICS;MATHEMATICS, APPLIED",50.0,1.0,Q2,0,0,0,0.0,0.0,0,1,0,0.0,0.2,47.7,0,0,0.0,0.0
"AQUAPORINS, 2 EDITION",1,1,4827,100.0,0,1.22,0.0,1.78,n/a,0.0,Springer Nature (Unified),Book,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
XLI BRAZILIAN MEETING ON NUCLEAR PHYSICS (RTFNB),1,1,4827,100.0,1,0.6971,0.0,0.74,n/a,0.0,,Conference Proceedings,n/a,100.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,1,0,100.0,0.0
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,1,1,4827,100.0,0,0.6966,0.0,1.03,0907-5682,0.0,Sage (Unified),Journal,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.0,1.9,Q2,0,0,0,0.0,0.0,0,0,1,100.0,0.1,50.5,0,0,0.0,0.0
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,1,1,4827,100.0,1,0.1476,0.0,0.44,0374-1036,0.0,,Journal,ENTOMOLOGY,100.0,0.6,Q4,0,0,0,0.0,0.0,0,1,1,100.0,0.1,19.5,0,0,0.0,0.0
REVISTA DE HISTORIOGRAFIA,5,1,4827,20.0,5,0.19686,0.0,0.64,1885-2718,0.0,,Journal,HISTORY,100.0,0.1,n/a,0,0,0,0.0,0.0,0,1,1,20.0,0.1,n/a,5,0,100.0,0.0
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,2,1,4827,50.0,2,0.034,0.0,0.060000000000000005,0366-3175,0.0,Elsevier (Unified),Journal,"MATERIALS SCIENCE, CERAMICS",100.0,3.4,Q1,0,0,0,0.0,0.0,0,1,1,50.0,1.4000000000000001,81.0,2,0,100.0,0.0
ESPACIO TIEMPO Y FORMA SERIE VII-HISTORIA DEL ARTE,2,1,4827,50.0,0,0.5466,0.0,1.73,1130-4715,0.0,,Journal,ART,0.0,0.2,n/a,0,0,0,0.0,0.0,0,1,1,50.0,0.0,n/a,0,0,0.0,0.0
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,1,1,4827,100.0,0,0.2199,0.0,0.1,1558-3058,0.0,Taylor & Francis (Unified),Journal,"ARCHITECTURE;CONSTRUCTION & BUILDING TECHNOLOGY;ENGINEERING, CIVIL",0.0,2.4,Q3,0,0,0,0.0,0.0,0,1,1,100.0,0.4,43.8,0,0,0.0,0.0
JOURNAL OF LIGHTWAVE TECHNOLOGY,2,1,4827,50.0,1,0.06520000000000001,0.0,0.055,0733-8724,0.0,IEEE (Unified),Journal,"ENGINEERING, ELECTRICAL & ELECTRONIC;OPTICS;TELECOMMUNICATIONS",50.0,4.7,Q1,0,0,0,0.0,0.0,0,1,2,100.0,1.2,72.9,0,0,0.0,0.0
JOURNAL OF SEISMIC EXPLORATION,2,1,4827,50.0,0,0.0347,0.0,0.24000000000000002,0963-0651,0.0,,Journal,GEOCHEMISTRY & GEOPHYSICS,0.0,0.5,Q4,0,0,0,0.0,0.0,0,1,1,50.0,0.0,1.7,0,0,0.0,0.0
BRAZILIAN JOURNAL OF PSYCHIATRY,1,1,4827,100.0,1,2.1266000000000003,0.0,3.0,1516-4446,0.0,,Journal,PSYCHIATRY,100.0,5.5,Q1,0,0,0,0.0,0.0,0,1,1,100.0,0.7000000000000001,75.0,1,0,100.0,0.0
JOURNAL OF SYMBOLIC COMPUTATION,4,1,4827,25.0,4,0.0478,0.0,0.165,0747-7171,0.0,Elsevier (Unified),Conference Proceedings,"COMPUTER SCIENCE, THEORY & METHODS;MATHEMATICS, APPLIED",100.0,0.7,Q4,0,0,0,0.0,0.0,0,1,4,100.0,0.4,12.9,0,1,0.0,25.0
PATHOGENS AND DISEASE,2,1,4827,50.0,0,0.1223,0.0,0.255,2049-632X,0.0,Oxford University Press (Unified),Journal,IMMUNOLOGY;INFECTIOUS DISEASES;MICROBIOLOGY,0.0,3.3,Q3,0,0,0,0.0,0.0,0,1,2,100.0,0.4,41.1,0,0,0.0,0.0
CADERNOS DE GEOGRAFIA,1,1,4827,100.0,1,0.21150000000000002,0.0,4.25,0871-1623,0.0,,Journal,GEOGRAPHY,100.0,0.1,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,1,0,100.0,0.0
GMOS,1,1,4827,100.0,0,0.07490000000000001,0.0,1.52,n/a,0.0,Springer Nature (Unified),Book,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
PRISMA SOCIAL,2,1,4827,50.0,0,0.1305,0.0,1.0,1989-3469,0.0,,Journal,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.0,0.8,n/a,0,0,0,0.0,0.0,0,1,1,50.0,0.1,n/a,0,0,0.0,0.0
EQUINE VETERINARY JOURNAL,1,1,4827,100.0,0,0.162,0.0,0.14,0425-1644,0.0,Wiley (Unified),Journal,VETERINARY SCIENCES,0.0,2.2,Q2,0,0,0,0.0,0.0,0,1,0,0.0,0.7000000000000001,74.0,0,0,0.0,0.0
IRANIAN POLYMER JOURNAL,2,1,4827,50.0,0,0.1126,0.0,0.19,1026-1265,0.0,Springer Nature (Unified),Journal,POLYMER SCIENCE,0.0,3.1,Q2,0,0,0,0.0,0.0,0,1,0,0.0,0.8,54.1,0,0,0.0,0.0
STUDIES IN SPANISH & LATIN AMERICAN CINEMAS,2,1,4827,50.0,0,0.33675,0.0,0.89,2050-4837,0.0,,Journal,"FILM, RADIO, TELEVISION",0.0,0.0,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,0,0,0.0,0.0
2019 IEEE INTERNATIONAL CONFERENCE ON INTERNET OF THINGS AND INTELLIGENCE SYSTEM (IOTAIS),1,1,4827,100.0,0,0.2692,0.0,0.0,n/a,0.0,IEEE (Unified),Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
THIRTY-FOURTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION (APEC 2019),1,1,4827,100.0,0,0.3405,0.0,0.2,n/a,0.0,IEEE (Unified),Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
TECNOLOGIA Y CIENCIAS DEL AGUA,7,1,4827,14.29,7,0.016642857142857143,0.0,0.22142857142857145,0187-8336,0.0,,Journal,"ENGINEERING, CIVIL;WATER RESOURCES",100.0,0.4,Q4,0,0,0,0.0,0.0,0,1,1,14.29,0.2,3.2,7,0,100.0,0.0
KOREAN CHEMICAL ENGINEERING RESEARCH,1,1,4827,100.0,0,0.8533000000000001,0.0,15.0,0304-128X,0.0,,Journal,"ENGINEERING, CHEMICAL",0.0,0.4,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.2,n/a,0,0,0.0,0.0
GEOGRAPHICAL ANALYSIS,1,1,4827,100.0,1,0.09720000000000001,0.0,0.08,0016-7363,0.0,Wiley (Unified),Journal,GEOGRAPHY,100.0,3.6,Q2,0,0,0,0.0,0.0,0,1,0,0.0,1.5,73.8,0,0,0.0,0.0
INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT,1,1,4827,100.0,0,0.0736,0.0,0.21000000000000002,0219-8770,0.0,World Scientific (Unified),Journal,MANAGEMENT,0.0,1.8,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.3,n/a,0,0,0.0,0.0
CONSTELLATIONS-AN INTERNATIONAL JOURNAL OF CRITICAL AND DEMOCRATIC THEORY,1,1,4827,100.0,0,0.2233,0.0,0.44,1351-0487,0.0,Wiley (Unified),Journal,POLITICAL SCIENCE,0.0,0.7,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.4,n/a,0,0,0.0,0.0
ANTIBODIES,1,1,4827,100.0,1,0.22110000000000002,0.0,0.39,n/a,0.0,,Journal,IMMUNOLOGY,100.0,4.7,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.7000000000000001,n/a,1,0,100.0,0.0
JOURNAL OF DYNAMICAL SYSTEMS AND GEOMETRIC THEORIES,4,1,4827,25.0,0,0.056625,0.0,0.15,1726-037X,0.0,,Journal,MATHEMATICS,0.0,0.9,n/a,0,0,0,0.0,0.0,0,0,0,0.0,0.0,n/a,0,0,0.0,0.0
REVISTA TEMPOS E ESPACOS EDUCACAO,2,1,4827,50.0,1,0.0779,0.0,0.335,1983-6597,0.0,,Journal,EDUCATION & EDUCATIONAL RESEARCH,50.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,50.0,n/a,n/a,1,0,50.0,0.0
AIBR-REVISTA DE ANTROPOLOGIA IBEROAMERICANA,3,1,4827,33.33,3,0.0722,0.0,0.41333333333333333,1695-9752,0.0,,Journal,ANTHROPOLOGY,100.0,0.3,Q4,0,0,0,0.0,0.0,0,1,0,0.0,0.0,6.0,3,0,100.0,0.0
REVISTA DE CANCIONEROS IMPRESOS Y MANUSCRITOS,1,1,4827,100.0,1,9.0753,0.0,2.67,2254-7444,0.0,,Journal,MEDIEVAL & RENAISSANCE STUDIES,100.0,0.1,n/a,0,1,0,0.0,100.0,0,1,0,0.0,0.1,n/a,1,0,100.0,0.0
REVISTA INGENIERIA DE CONSTRUCCION,1,1,4827,100.0,0,0.0623,0.0,0.64,0716-2952,0.0,,Journal,CONSTRUCTION & BUILDING TECHNOLOGY,0.0,0.3,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.1,n/a,0,0,0.0,0.0
TECCIENCIA,1,1,4827,100.0,1,0.08710000000000001,0.0,1.4200000000000002,1909-3667,0.0,,Journal,"ENGINEERING, MULTIDISCIPLINARY",100.0,0.3,n/a,0,0,0,0.0,0.0,0,1,1,100.0,0.1,n/a,0,0,0.0,0.0
VIRTUAL ARCHAEOLOGY REVIEW,1,1,4827,100.0,1,0.23870000000000002,0.0,0.1,1989-9947,0.0,,Journal,ARCHAEOLOGY,100.0,2.3,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.7000000000000001,n/a,1,0,100.0,0.0
CULTURE EDUCATION,1,1,4827,100.0,0,0.1767,0.0,0.28,1135-6405,0.0,Taylor & Francis (Unified),Journal,EDUCATION & EDUCATIONAL RESEARCH,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
JOURNAL OF WORLD CHRISTIANITY,1,1,4827,100.0,1,0.8716,0.0,0.79,2377-8784,0.0,,Journal,RELIGION,100.0,0.2,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.2,n/a,0,0,0.0,0.0
HASER-REVISTA INTERNACIONAL DE FILOSOFIA APLICADA,1,1,4827,100.0,1,0.5867,0.0,3.0,2172-055X,0.0,,Journal,PHILOSOPHY,100.0,0.4,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,1,0,100.0,0.0
BIOLOGY METHODS & PROTOCOLS,2,1,4827,50.0,2,0.07150000000000001,0.0,0.095,n/a,0.0,Oxford University Press (Unified),Journal,BIOCHEMICAL RESEARCH METHODS,100.0,3.6,n/a,0,0,0,0.0,0.0,0,1,2,100.0,0.4,n/a,2,0,100.0,0.0
JOURNAL OF PSYCHOPHYSIOLOGY,1,1,4827,100.0,0,0.12660000000000002,0.0,0.47000000000000003,0269-8803,0.0,,Journal,"NEUROSCIENCES;PSYCHOLOGY, BIOLOGICAL",0.0,1.3,Q4,0,0,0,0.0,0.0,0,0,1,100.0,0.3,15.9,0,0,0.0,0.0
JOURNAL OF CROHNS & COLITIS,1,1,4827,100.0,0,0.26880000000000004,0.0,0.13,1873-9946,0.0,Oxford University Press (Unified),Journal,GASTROENTEROLOGY & HEPATOLOGY,0.0,8.0,Q1,0,0,0,0.0,0.0,0,0,1,100.0,2.8000000000000003,85.5,0,0,0.0,0.0
AERONAUTICAL JOURNAL,1,1,4827,100.0,0,0.12100000000000001,0.0,0.23,0001-9240,0.0,,Journal,"ENGINEERING, AEROSPACE",0.0,1.4,Q3,0,0,0,0.0,0.0,0,1,1,100.0,0.5,27.9,0,0,0.0,0.0
TOHOKU MATHEMATICAL JOURNAL,1,1,4827,100.0,1,0.42660000000000003,0.0,0.87,0040-8735,0.0,,Journal,MATHEMATICS,100.0,0.5,Q4,0,0,0,0.0,0.0,0,1,0,0.0,0.1,16.8,0,0,0.0,0.0
JOURNAL OF DIGITAL MEDIA & POLICY,1,1,4827,100.0,0,0.28240000000000004,0.0,0.54,2516-3523,0.0,,Journal,COMMUNICATION,0.0,0.9,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.7000000000000001,n/a,0,0,0.0,0.0
ARQUITECTURAS DEL SUR,4,1,4827,25.0,3,0.146575,0.0,1.0,0716-2677,0.0,,Journal,ARCHITECTURE,75.0,0.1,n/a,0,0,0,0.0,0.0,0,0,0,0.0,0.0,n/a,3,0,75.0,0.0
LASER PHYSICS,1,1,4827,100.0,1,0.0844,0.0,0.24000000000000002,1054-660X,0.0,,Journal,"OPTICS;PHYSICS, APPLIED",100.0,1.2,Q4,0,0,0,0.0,0.0,0,1,1,100.0,0.3,14.7,0,0,0.0,0.0
PEDAGOGIES,1,1,4827,100.0,0,0.1767,0.0,0.38,1554-480X,0.0,Taylor & Francis (Unified),Journal,EDUCATION & EDUCATIONAL RESEARCH,0.0,0.8,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.1,n/a,0,0,0.0,0.0
CLINICAL AND EXPERIMENTAL VACCINE RESEARCH,1,1,4827,100.0,1,0.0543,0.0,0.22,2287-3651,0.0,,Journal,IMMUNOLOGY,100.0,2.7,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.8,n/a,1,0,100.0,0.0
IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,1,1,4827,100.0,0,1.7269,0.0,0.61,1545-5963,0.0,IEEE (Unified),Journal,"BIOCHEMICAL RESEARCH METHODS;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;STATISTICS & PROBABILITY",0.0,4.5,Q1,0,0,0,0.0,0.0,0,1,0,0.0,2.0,82.3,0,0,0.0,0.0
BAJO PALABRA-JOURNAL OF PHILOSOPHY,5,1,4827,20.0,4,0.5056200000000001,0.0,8.0,1576-3935,0.0,,Journal,PHILOSOPHY,80.0,0.2,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,4,0,80.0,0.0
STUDIES IN FAMILY PLANNING,2,1,4827,50.0,1,0.28505,0.0,0.29500000000000004,0039-3665,0.0,Wiley (Unified),Journal,"DEMOGRAPHY;FAMILY STUDIES;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",50.0,2.1,Q3,0,0,0,0.0,0.0,0,1,2,100.0,0.3,40.4,0,0,0.0,0.0
FRONTIERS IN ELECTRONICS,1,1,4827,100.0,1,1.208,0.0,1.5,n/a,0.0,,Journal,n/a,100.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,1,0,100.0,0.0
EUROPEAN JOURNAL OF MATHEMATICS,3,1,4827,33.33,1,1.0301,0.0,2.77,2199-675X,0.0,Springer Nature (Unified),Journal,MATHEMATICS,33.33,0.6,n/a,0,0,0,0.0,0.0,0,1,1,33.33,0.2,n/a,0,0,0.0,0.0
ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 32 (NIPS 2019),1,1,4827,100.0,0,0.08940000000000001,0.0,0.05,n/a,0.0,,Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,1,1,4827,100.0,1,0.2444,0.0,0.28,0301-9322,0.0,Elsevier (Unified),Journal,MECHANICS,100.0,3.8,Q2,0,0,0,0.0,0.0,0,1,1,100.0,1.0,74.1,0,0,0.0,0.0
CHI EA '19 EXTENDED ABSTRACTS: EXTENDED ABSTRACTS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS,1,1,4827,100.0,1,0.1708,0.0,0.0,n/a,0.0,,Conference Proceedings,n/a,100.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
XIII INTERNATIONAL PEAR SYMPOSIUM,2,1,4827,50.0,0,0.8410000000000001,0.0,0.89,n/a,0.0,,Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,0,0.0,0.0
452 F-REVISTA DE TEORIA DE LA LITERATURA Y LITERATURA COMPARADA,14,1,4827,7.14,8,0.09701428571428572,0.0,0.375,n/a,0.0,,Journal,LITERATURE,57.14,0.0,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,8,0,57.14,0.0
EUROPEAN REVIEW OF AGING AND PHYSICAL ACTIVITY,1,1,4827,100.0,1,0.3307,0.0,0.49000000000000005,1813-7253,0.0,Springer Nature (Unified),Journal,GERIATRICS & GERONTOLOGY,100.0,6.3,Q1,0,0,0,0.0,0.0,0,1,1,100.0,0.9,80.6,1,0,100.0,0.0
JOURNAL OF INTEGRATED PEST MANAGEMENT,1,1,4827,100.0,1,0.503,0.0,0.42000000000000004,n/a,0.0,Oxford University Press (Unified),Journal,ENTOMOLOGY,100.0,2.8,Q1,0,0,0,0.0,0.0,0,1,1,100.0,0.7000000000000001,84.5,1,0,100.0,0.0
ASTRONOMY REPORTS,1,1,4827,100.0,0,0.10830000000000001,0.0,0.44,1063-7729,0.0,,Conference Proceedings,ASTRONOMY & ASTROPHYSICS,0.0,1.0,Q4,0,0,0,0.0,0.0,0,1,1,100.0,0.2,21.0,0,0,0.0,0.0
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,3,1,4827,33.33,0,0.021166666666666667,0.0,0.04666666666666667,0364-5916,0.0,Elsevier (Unified),Journal,"CHEMISTRY, PHYSICAL;MATERIALS SCIENCE, MULTIDISCIPLINARY;METALLURGY & METALLURGICAL ENGINEERING;THERMODYNAMICS",0.0,2.4,Q2,0,0,0,0.0,0.0,0,1,2,66.67,0.5,44.1,0,0,0.0,0.0
NEW CRITICAL APPROACH TO THE HISTORY OF PALESTINE: PALESTINE HISTORY AND HERITAGE PROJECT 1,1,1,4827,100.0,0,0.6982,0.0,5.0,n/a,0.0,,Book,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
FEMINIST MEDIA STUDIES,1,1,4827,100.0,1,1.1112,0.0,0.79,1468-0777,0.0,Taylor & Francis (Unified),Journal,COMMUNICATION;Women's Studies,100.0,1.7,Q2,0,0,0,0.0,0.0,0,1,1,100.0,0.3,42.2,0,1,0.0,100.0
EMOTION SPACE AND SOCIETY,1,1,4827,100.0,0,2.7774,0.0,1.6,1755-4586,0.0,Elsevier (Unified),Journal,"GEOGRAPHY;SOCIAL SCIENCES, INTERDISCIPLINARY",0.0,1.8,Q3,0,0,0,0.0,0.0,0,0,1,100.0,0.4,39.1,0,0,0.0,0.0
"ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING - ICANN 2021, PT IV",1,1,4827,100.0,0,0.331,0.0,0.5,n/a,0.0,Springer Nature (Unified),Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
CARACOL,18,1,4827,5.56,2,0.10090555555555555,0.0,0.4722222222222222,2178-1702,0.0,,Journal,"LANGUAGE & LINGUISTICS;LITERATURE, ROMANCE",11.11,0.1,n/a,0,0,0,0.0,0.0,0,1,0,0.0,0.0,n/a,2,0,11.11,0.0
DISSOLUTION TECHNOLOGIES,4,1,4827,25.0,4,0.0198,0.0,0.0825,1521-298X,0.0,,Journal,PHARMACOLOGY & PHARMACY,100.0,0.6,Q4,0,0,0,0.0,0.0,0,1,0,0.0,0.1,4.1,0,0,0.0,0.0
"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS, ICCSA 2022, PT I",1,1,4827,100.0,1,1.8186,0.0,1.3,n/a,0.0,Springer Nature (Unified),Conference Proceedings,n/a,100.0,n/a,n/a,0,0,0,0.0,0.0,0,1,0,0.0,n/a,n/a,0,1,0.0,100.0
COMPUTATIONAL MODELS OF ARGUMENT (COMMA 2020),1,1,4827,100.0,0,0.2808,0.0,0.44,n/a,0.0,,Conference Proceedings,n/a,0.0,n/a,n/a,0,0,0,0.0,0.0,0,1,1,100.0,n/a,n/a,0,0,0.0,0.0
SOIL & SEDIMENT CONTAMINATION,2,1,4827,50.0,0,0.0291,0.0,0.07,1532-0383,0.0,Taylor & Francis (Unified),Journal,ENVIRONMENTAL SCIENCES,0.0,2.0,Q4,0,0,0,0.0,0.0,0,0,0,0.0,0.2,22.7,0,0,0.0,0.0
